index,split,logMedianBrightness
25628,train,3.424666
25629,train,3.393024
25630,test,3.474262
25631,train,3.233922
25632,val,1.301030
25633,train,3.649125
25634,val,1.615006
25635,train,1.301030
25636,train,1.301030
25637,train,1.504850
25638,test,1.857753
25639,train,1.301030
25640,test,1.649040
25641,train,1.302057
25642,train,1.734552
25643,train,1.519708
25644,train,1.444849
25645,train,3.342903
25646,train,3.258095
25647,train,3.715788
25648,train,3.477041
25649,train,1.597710
25650,train,1.523811
25651,train,3.259355
25652,train,1.301056
25653,test,1.401277
25654,train,3.170873
25655,train,1.305908
25656,train,2.619829
25657,train,3.605417
25658,train,3.314877
25659,test,2.792010
25660,test,3.453535
25661,train,3.252316
25662,val,3.430099
25663,val,3.513752
25664,train,3.532225
25665,train,3.506357
25666,test,3.511824
25667,test,3.349767
25668,train,1.435291
25669,val,3.279027
25670,val,3.486022
25671,train,3.198046
25672,train,3.212147
25673,val,3.390780
25674,test,1.694452
25675,train,3.292511
25676,train,1.396789
25677,train,3.260202
25678,test,3.512014
25679,test,3.486837
25680,train,1.383338
25681,train,1.684530
25682,train,1.702268
25683,val,3.346528
25684,train,1.301031
25685,train,3.796459
25686,val,3.469459
25687,train,1.691907
25688,val,3.651526
25689,train,3.566634
25690,test,3.660326
25691,train,1.690779
25692,train,3.563099
25693,train,1.624472
25694,val,3.200010
25695,val,3.540886
25696,train,3.511567
25697,train,1.578634
25698,val,3.279241
25699,train,3.140333
25700,train,1.404532
25701,test,3.707766
25702,train,3.401741
25703,train,1.429451
25704,train,3.671882
25705,val,3.217443
25706,val,1.546628
25707,train,1.301030
25708,train,1.301074
25709,train,1.658471
25710,train,3.608721
25711,train,1.409196
25712,train,1.486377
25713,train,3.549835
25714,train,1.670615
25715,test,3.659467
25716,train,3.590892
25717,test,1.301030
25718,train,1.566817
25719,train,3.278316
25720,train,1.301030
25721,val,3.531083
25722,train,3.133457
25723,train,3.506611
25724,train,3.598461
25725,train,1.387306
25726,test,1.301048
25727,train,1.298127
25728,train,1.302680
25729,train,1.607268
25730,val,1.301030
25731,train,1.462968
25732,test,1.303447
25733,val,1.301030
25734,val,1.852993
25735,train,1.491912
25736,train,3.139249
25737,test,3.539903
25738,val,1.301031
25739,train,3.468870
25740,val,1.304727
25741,train,1.303454
25742,train,1.455137
25743,train,3.259355
25744,train,3.273474
25745,train,3.496416
25746,train,3.556045
25747,val,1.300771
25748,test,3.334045
25749,train,1.605477
25750,train,3.504681
25751,val,3.704087
25752,test,1.411706
25753,test,3.600109
25754,train,3.610708
25755,test,3.534844
25756,train,3.559938
25757,train,1.301031
25758,train,1.698457
25759,val,3.836577
25760,train,3.605859
25761,train,3.642799
25762,train,3.449875
25763,test,1.301030
25764,train,1.407689
25765,train,3.633743
25766,test,3.601530
25767,val,1.618924
25768,test,3.467249
25769,train,3.407631
25770,train,3.601801
25771,train,1.519387
25772,train,3.655761
25773,train,3.491721
25774,train,3.573467
25775,train,3.741888
25776,val,3.706257
25777,train,1.476564
25778,train,1.301031
25779,train,3.602674
25780,train,3.683049
25781,test,3.635367
25782,train,2.998472
25783,test,3.778504
25784,train,1.301137
25785,train,3.204479
25786,val,1.635331
25787,train,3.264600
25788,train,3.271304
25789,test,3.681632
25790,train,3.627335
25791,train,3.693903
25792,train,3.216008
25793,test,3.607486
25794,val,3.545708
25795,test,3.499152
25796,val,1.590752
25797,train,1.414598
25798,train,1.300726
25799,train,3.142059
25800,train,1.462760
25801,train,1.603909
25802,test,1.529431
25803,val,1.301030
25804,val,1.301031
25805,train,1.449768
25806,train,3.538455
25807,test,3.591843
25808,train,3.775975
25809,test,3.375948
25810,train,3.454051
25811,val,3.235055
25812,test,3.176977
25813,val,3.416799
25814,train,3.666855
25815,train,3.495987
25816,val,3.604719
25817,train,3.800106
25818,train,3.548877
25819,test,1.305280
25820,train,2.753443
25821,train,1.301030
25822,train,3.156765
25823,train,1.662679
25824,train,3.568805
25825,train,1.579804
25826,train,1.301032
25827,train,3.361428
25828,test,3.650078
25829,train,3.696771
25830,test,1.301075
25831,train,3.755881
25832,train,1.448502
25833,train,3.556411
25834,train,1.971893
25835,train,1.301226
25836,train,3.614100
25837,val,3.617556
25838,train,3.537666
25839,train,3.324836
25840,train,3.692271
25841,train,3.616765
25842,train,1.493755
25843,train,3.432907
25844,train,3.538549
25845,train,1.373037
25846,train,1.300059
25847,train,3.650774
25848,val,1.419913
25849,test,3.524590
25850,train,1.301030
25851,test,1.562045
25852,train,1.554309
25853,train,1.301030
25854,train,1.371646
25855,train,3.580491
25856,train,3.240051
25857,train,3.253317
25858,train,3.523977
25859,train,3.690138
25860,train,3.540601
25861,train,1.494251
25862,test,3.490605
25863,train,3.380881
25864,val,1.383476
25865,test,1.301031
25866,val,2.939193
25867,val,3.480368
25868,train,3.648369
25869,train,3.681698
25870,train,3.426613
25871,train,3.605675
25872,train,3.264210
25873,train,1.461155
25874,train,1.561586
25875,val,1.566921
25876,train,3.505312
25877,train,1.301030
25878,train,3.585459
25879,val,1.614494
25880,train,1.300716
25881,train,3.377674
25882,train,3.526040
25883,val,3.613924
25884,train,3.715222
25885,train,3.599350
25886,train,3.788667
25887,train,3.706051
25888,train,1.301209
25889,train,1.304061
25890,val,3.635044
25891,val,3.400223
25892,train,3.666717
25893,val,3.576540
25894,train,3.686595
25895,train,3.659264
25896,test,3.731933
25897,train,3.755436
25898,train,3.730181
25899,train,3.459492
25900,test,1.301030
25901,train,1.302219
25902,train,3.320480
25903,train,3.718552
25904,train,3.541292
25905,test,3.665847
25906,train,1.706419
25907,val,3.481725
25908,train,3.355473
25909,val,3.408900
25910,train,1.533700
25911,train,3.751565
25912,val,3.690290
25913,train,3.316689
25914,test,3.748333
25915,train,3.681845
25916,train,3.456286
25917,train,3.705389
25918,val,1.301031
25919,train,1.775138
25920,test,1.451736
25921,train,1.301030
25922,train,3.392015
25923,test,3.399822
25924,train,1.704359
25925,train,1.515314
25926,test,3.897677
25927,test,3.806115
25928,test,3.809378
25929,train,3.596054
25930,train,2.918228
25931,train,1.301030
25932,train,1.301092
25933,val,3.603497
25934,train,3.094225
25935,test,3.541786
25936,train,1.499172
25937,train,3.431014
25938,train,3.295604
25939,train,1.555948
25940,train,3.040737
25941,train,1.683811
25942,train,1.301784
25943,train,1.302231
25944,train,1.299719
25945,train,1.301260
25946,train,3.537235
25947,test,1.301990
25948,train,3.137354
25949,val,3.716894
25950,train,3.544423
25951,train,3.749809
25952,train,3.685957
25953,val,3.652198
25954,test,3.753733
25955,train,3.668603
25956,train,3.137708
25957,train,1.301031
25958,train,3.673918
25959,val,3.789506
25960,train,3.644213
25961,train,1.301030
25962,train,3.149144
25963,train,1.301030
25964,train,1.301080
25965,train,1.301030
25966,val,3.550372
25967,train,3.537860
25968,train,1.614963
25969,train,3.720633
25970,train,1.301030
25971,train,1.327066
25972,test,3.876423
25973,train,3.686891
25974,val,1.594787
25975,train,3.749963
25976,train,1.301030
25977,val,3.663292
25978,val,3.572035
25979,train,3.693068
25980,val,1.301108
25981,train,1.386783
25982,train,3.733216
25983,train,1.303025
25984,val,3.545052
25985,train,3.668557
25986,train,3.749764
25987,train,3.512479
25988,train,3.590355
25989,train,1.301030
25990,train,3.569778
25991,train,3.575949
25992,train,3.630334
25993,train,3.553495
25994,test,3.529358
25995,train,1.591905
25996,train,1.717581
25997,train,1.638959
25998,train,3.657846
25999,test,3.661770
26000,train,3.605361
26001,train,3.680402
26002,train,3.514479
26003,train,3.419999
26004,train,3.457072
26005,train,3.643831
26006,val,3.521914
26007,train,3.646209
26008,train,3.498126
26009,train,1.599524
26010,test,3.503820
26011,train,3.771286
26012,val,3.797100
26013,train,3.519760
26014,train,3.591415
26015,train,3.633277
26016,train,3.563744
26017,train,3.672462
26018,train,3.748194
26019,train,3.650041
26020,train,3.413204
26021,test,3.763039
26022,train,3.693903
26023,test,4.006682
26024,train,3.582133
26025,train,3.777554
26026,train,3.599216
26027,train,3.606037
26028,val,1.301030
26029,val,1.386372
26030,val,1.559549
26031,val,1.558867
26032,train,3.480541
26033,test,3.524680
26034,train,3.577487
26035,val,3.589429
26036,train,3.558909
26037,train,3.668009
26038,train,3.667002
26039,train,3.676722
26040,train,3.584846
26041,train,3.451226
26042,train,3.690321
26043,train,3.604723
26044,val,3.643929
26045,train,3.491541
26046,test,1.301030
26047,train,3.748450
26048,val,3.706321
26049,train,3.629326
26050,train,3.647558
26051,val,1.503802
26052,train,3.132296
26053,train,2.817034
26054,train,3.771722
26055,val,3.636097
26056,train,3.632931
26057,train,3.717990
26058,train,3.227516
26059,val,3.562680
26060,train,3.734207
26061,train,3.753380
26062,test,3.501717
26063,train,3.546052
26064,train,3.145752
26065,train,1.483310
26066,train,1.652422
26067,test,1.448499
26068,train,1.301088
26069,train,1.302306
26070,val,3.713179
26071,val,3.429059
26072,train,1.301030
26073,test,1.825595
26074,train,1.613085
26075,train,1.301030
26076,train,1.301030
26077,test,1.545750
26078,train,1.301030
26079,train,1.304157
26080,train,3.627043
26081,train,3.712631
26082,test,3.638435
26083,train,3.756948
26084,train,1.301030
26085,train,2.412725
26086,train,1.301030
26087,train,3.266557
26088,train,2.837455
26089,train,1.743263
26090,test,3.564253
26091,train,3.598941
26092,train,1.303730
26093,train,3.536267
26094,val,3.555206
26095,train,1.403065
26096,train,3.709526
26097,train,3.192516
26098,train,3.580270
26099,train,3.700783
26100,train,3.775515
26101,train,3.838961
26102,train,3.706956
26103,train,3.641451
26104,train,3.701124
26105,test,3.365288
26106,test,3.687806
26107,train,3.719516
26108,train,3.650586
26109,train,3.679278
26110,train,3.517988
26111,train,3.696484
26112,train,3.136937
26113,train,3.598506
26114,test,3.507680
26115,train,3.632974
26116,test,3.771618
26117,train,3.694307
26118,train,3.688168
26119,val,3.644875
26120,train,3.514537
26121,test,1.301519
26122,val,3.458424
26123,train,3.602782
26124,train,1.300253
26125,train,3.590654
26126,train,3.702471
26127,train,3.825532
26128,val,3.391002
26129,train,3.498178
26130,train,3.566359
26131,val,1.412989
26132,test,1.301030
26133,train,1.666271
26134,train,3.658737
26135,test,3.620255
26136,train,3.384858
26137,train,3.703757
26138,train,1.392654
26139,train,1.301030
26140,val,1.300246
26141,train,3.323052
26142,train,1.599826
26143,val,1.300995
26144,train,1.301123
26145,train,3.139492
26146,train,3.453511
26147,val,3.579794
26148,train,3.487530
26149,train,3.683342
26150,train,3.053287
26151,train,1.304601
26152,train,1.420465
26153,val,3.693903
26154,train,3.632223
26155,train,1.480857
26156,test,3.763447
26157,train,3.346087
26158,val,3.690915
26159,train,3.568357
26160,val,3.630098
26161,train,3.193622
26162,train,3.691522
26163,train,3.554889
26164,val,3.796678
26165,test,3.694266
26166,train,1.429451
26167,train,3.212286
26168,train,3.578545
26169,train,3.127627
26170,train,1.301030
26171,val,3.510821
26172,train,3.698916
26173,train,3.218583
26174,val,3.435772
26175,val,1.300710
26176,train,3.663699
26177,train,3.615385
26178,train,3.546494
26179,test,3.654076
26180,train,1.466280
26181,train,1.302049
26182,test,1.584438
26183,train,3.667903
26184,train,1.476303
26185,train,3.575656
26186,train,3.610941
26187,val,3.836708
26188,train,3.724020
26189,train,3.525034
26190,val,3.693903
26191,train,1.394745
26192,train,3.643775
26193,test,3.755017
26194,train,1.526942
26195,train,3.661982
26196,train,3.258201
26197,train,3.261852
26198,train,3.616177
26199,train,3.826216
26200,train,3.658321
26201,val,3.589066
26202,train,3.366204
26203,val,3.722245
26204,train,3.738754
26205,test,3.732319
26206,train,3.859218
26207,train,3.599810
26208,train,1.428691
26209,test,3.267115
26210,train,1.417900
26211,val,1.301030
26212,train,3.685913
26213,test,3.816788
26214,train,3.938653
26215,val,3.586723
26216,train,2.113125
26217,train,1.707185
26218,test,1.301207
26219,train,1.301030
26220,val,1.301371
26221,train,1.548715
26222,train,1.301101
26223,train,3.340467
26224,train,1.301310
26225,train,1.301032
26226,train,1.301030
26227,train,3.722174
26228,val,3.703055
26229,train,3.556292
26230,train,3.513011
26231,train,1.301030
26232,val,3.765486
26233,val,3.588272
26234,train,3.433570
26235,test,3.426132
26236,train,1.301538
26237,train,3.563015
26238,train,1.613280
26239,train,1.303949
26240,train,1.301232
26241,train,3.596700
26242,train,1.301031
26243,train,3.635318
26244,train,3.716462
26245,val,3.629629
26246,train,3.635631
26247,train,3.450829
26248,train,3.787811
26249,val,3.592462
26250,val,3.772737
26251,train,1.529265
26252,train,1.301304
26253,test,1.305664
26254,train,3.137281
26255,train,3.257346
26256,test,1.301097
26257,val,1.303542
26258,val,1.301088
26259,train,3.576131
26260,train,3.637655
26261,val,3.775037
26262,test,1.571034
26263,test,3.360869
26264,train,3.388631
26265,train,3.126107
26266,val,1.411524
26267,train,3.581749
26268,test,3.139037
26269,val,3.633142
26270,train,3.695411
26271,train,3.697989
26272,train,3.193331
26273,val,1.301030
26274,train,1.548082
26275,train,1.301791
26276,train,3.475352
26277,train,3.611271
26278,train,3.138934
26279,train,1.301031
26280,train,1.301252
26281,test,1.301030
26282,train,1.574811
26283,test,1.301030
26284,train,1.643934
26285,train,1.297268
26286,train,1.665634
26287,val,1.303115
26288,test,1.445302
26289,val,1.300903
26290,train,1.624118
26291,train,1.671917
26292,test,1.674699
26293,train,2.976967
26294,train,3.475207
26295,train,1.430885
26296,train,1.344920
26297,val,3.554989
26298,train,1.700822
26299,train,3.568295
26300,train,1.301030
26301,test,3.265417
26302,train,1.505400
26303,train,1.612560
26304,test,1.301030
26305,train,1.491272
26306,train,1.761932
26307,val,1.543556
26308,train,1.301030
26309,train,1.405930
26310,train,1.299739
26311,train,1.564291
26312,train,1.301035
26313,val,1.301031
26314,test,1.366604
26315,val,1.301030
26316,train,1.301031
26317,train,1.627775
26318,train,1.508364
26319,train,1.301030
26320,train,1.301031
26321,train,1.445531
26322,val,1.306990
26323,train,1.374958
26324,test,1.301030
26325,train,1.689241
26326,train,1.662210
26327,val,1.301030
26328,train,1.586375
26329,train,1.301030
26330,test,1.449770
26331,train,1.302278
26332,train,1.449771
26333,test,1.301030
26334,train,1.684742
26335,train,1.301089
26336,train,1.530476
26337,train,1.434031
26338,train,1.547668
26339,train,1.301030
26340,train,1.494749
26341,train,1.660244
26342,train,1.301080
26343,test,3.208146
26344,train,1.761034
26345,train,1.744013
26346,train,1.743533
26347,train,1.301058
26348,train,1.598092
26349,train,1.301031
26350,train,2.979412
26351,train,1.720439
26352,train,3.433569
26353,train,1.302012
26354,train,1.301030
26355,train,1.301032
26356,train,1.370843
26357,train,1.957236
26358,train,1.301030
26359,val,1.303396
26360,train,1.367527
26361,train,1.301030
26362,val,1.697006
26363,train,1.301044
26364,val,1.532110
26365,train,1.590926
26366,train,1.524623
26367,test,1.393015
26368,train,1.303351
26369,train,1.558058
26370,val,1.301030
26371,train,1.442839
26372,train,3.318899
26373,train,3.141898
26374,train,1.424260
26375,train,1.743747
26376,val,1.472019
26377,train,1.301079
26378,train,1.301030
26379,test,1.402917
26380,val,1.301030
26381,train,1.457593
26382,train,1.301391
26383,val,1.332126
26384,test,1.442556
26385,train,1.579181
26386,train,1.301031
26387,val,1.565230
26388,train,1.301030
26389,train,1.569727
26390,val,1.301031
26391,train,1.490419
26392,train,1.587420
26393,train,1.301029
26394,train,1.564012
26395,train,1.301676
26396,train,1.299483
26397,test,1.359303
26398,train,1.729467
26399,train,1.301030
26400,val,1.301031
26401,train,3.006804
26402,train,1.301031
26403,train,1.303564
26404,train,3.036548
26405,train,1.829385
26406,train,1.301134
26407,train,1.301030
26408,train,3.485095
26409,train,1.408910
26410,val,1.473393
26411,test,3.259355
26412,test,3.300900
26413,train,1.302007
26414,val,1.301031
26415,train,1.605913
26416,train,1.301089
26417,train,1.301030
26418,train,1.301030
26419,test,1.302855
26420,val,2.843998
26421,train,1.301031
26422,train,1.302643
26423,val,1.301030
26424,train,1.302379
26425,train,1.499176
26426,test,1.301029
26427,train,1.644882
26428,val,1.446753
26429,train,1.301258
26430,train,1.301030
26431,train,1.556057
26432,train,1.521455
26433,train,1.301030
26434,train,1.298345
26435,train,1.301031
26436,train,1.377250
26437,val,1.358988
26438,test,1.301030
26439,test,1.510766
26440,train,1.302588
26441,train,1.571747
26442,train,1.556937
26443,train,1.296113
26444,train,1.497206
26445,train,1.441447
26446,train,1.301030
26447,train,1.301030
26448,test,1.300184
26449,train,3.139705
26450,val,1.301030
26451,train,1.434735
26452,train,1.300351
26453,test,1.452153
26454,train,3.259355
26455,train,1.298482
26456,train,1.301030
26457,train,3.567286
26458,train,1.728929
26459,val,3.402089
26460,train,1.301031
26461,train,3.363221
26462,train,3.692169
26463,test,3.415213
26464,train,1.302763
26465,train,3.259543
26466,train,1.300393
26467,test,1.718100
26468,train,1.520320
26469,train,1.301030
26470,train,1.772638
26471,train,1.664936
26472,train,1.845835
26473,train,1.717861
26474,train,3.215830
26475,val,3.550522
26476,train,3.462273
26477,train,1.301031
26478,test,3.612561
26479,test,3.371763
26480,train,3.606639
26481,train,2.832856
26482,train,3.292224
26483,train,1.301030
26484,train,1.301030
26485,test,1.606159
26486,train,1.301073
26487,train,1.301030
26488,train,1.301030
26489,test,3.065993
26490,train,1.301032
26491,train,1.301030
26492,train,3.337775
26493,val,3.141379
26494,train,3.597409
26495,train,1.531324
26496,train,3.137323
26497,test,3.131743
26498,train,1.521224
26499,train,3.395363
26500,train,3.546243
26501,train,1.737721
26502,train,3.396616
26503,train,3.563390
26504,train,3.595822
26505,train,1.301065
26506,train,1.301030
26507,train,1.301030
26508,train,1.301031
26509,train,3.359417
26510,train,1.301032
26511,train,3.196400
26512,train,3.602942
26513,test,2.971801
26514,train,1.301030
26515,test,1.301030
26516,train,1.305007
26517,train,1.301030
26518,val,1.301032
26519,train,1.301030
26520,train,3.433570
26521,val,3.121003
26522,train,1.482996
26523,test,1.301030
26524,val,1.301277
26525,train,3.616562
26526,test,3.265622
26527,train,3.512639
26528,train,1.856348
26529,train,1.301422
26530,test,1.558715
26531,train,2.738681
26532,val,1.301955
26533,train,1.627535
26534,train,1.300776
26535,train,3.364830
26536,train,3.259609
26537,val,3.233296
26538,train,1.301031
26539,train,3.258699
26540,val,1.584372
26541,train,1.301031
26542,train,1.301503
26543,train,3.649318
26544,train,3.429006
26545,test,3.671626
26546,train,3.380844
26547,train,3.723847
26548,train,3.466421
26549,train,3.401568
26550,train,3.339358
26551,test,1.300894
26552,test,3.457919
26553,train,3.503791
26554,test,3.511118
26555,train,3.695526
26556,test,3.669379
26557,train,3.509796
26558,train,3.630979
26559,train,3.343025
26560,train,3.535369
26561,test,3.614256
26562,val,1.301030
26563,test,3.341216
26564,train,3.000889
26565,train,1.590689
26566,train,3.255725
26567,train,3.629268
26568,train,3.709666
26569,test,3.461778
26570,test,1.301106
26571,train,3.142467
26572,train,1.301563
26573,train,3.261007
26574,train,3.411536
26575,train,3.543414
26576,train,1.375201
26577,test,1.371553
26578,test,3.618474
26579,test,3.278907
26580,train,3.510615
26581,val,1.489799
26582,val,1.303085
26583,train,1.695853
26584,train,3.611991
26585,train,1.529649
26586,val,1.299305
26587,train,1.301030
26588,train,1.301030
26589,test,1.301033
26590,train,1.298452
26591,train,1.301031
26592,train,1.753009
26593,train,1.301030
26594,train,1.301032
26595,train,1.551699
26596,train,3.532889
26597,train,1.301030
26598,val,1.301030
26599,val,1.829036
26600,train,1.725212
26601,train,1.301030
26602,train,1.566689
26603,train,1.301408
26604,test,1.301030
26605,val,1.301471
26606,train,3.309296
26607,train,3.030806
26608,val,3.696971
26609,train,3.341408
26610,test,3.630319
26611,train,3.436843
26612,train,3.266519
26613,train,3.616105
26614,train,3.558185
26615,train,3.689266
26616,train,1.305791
26617,train,1.301030
26618,train,1.301030
26619,train,3.777599
26620,train,3.535676
26621,train,3.273340
26622,train,3.614598
26623,train,3.671592
26624,train,1.301030
26625,train,1.304018
26626,train,1.301919
26627,train,3.760484
26628,test,3.337549
26629,train,1.645579
26630,val,3.570266
26631,val,3.513270
26632,test,3.543602
26633,train,3.486839
26634,train,3.106668
26635,train,1.301030
26636,train,3.355685
26637,train,3.541477
26638,train,1.355208
26639,train,3.434938
26640,test,3.545635
26641,test,3.701159
26642,val,3.662915
26643,train,3.565546
26644,train,3.139030
26645,train,1.426700
26646,val,3.198052
26647,train,3.179249
26648,train,3.113296
26649,val,3.448095
26650,train,3.418066
26651,test,3.303181
26652,test,3.546164
26653,val,1.517520
26654,train,3.688583
26655,train,3.513205
26656,val,3.662835
26657,val,3.624583
26658,test,3.926956
26659,train,3.521524
26660,val,3.406015
26661,train,1.301031
26662,train,1.300122
26663,test,1.301030
26664,train,3.736604
26665,val,3.692683
26666,train,1.301030
26667,train,3.276296
26668,train,3.543828
26669,train,3.460471
26670,val,3.579867
26671,train,1.300953
26672,train,3.576785
26673,train,3.381770
26674,train,3.509538
26675,val,1.624193
26676,train,3.603755
26677,train,1.632843
26678,train,3.523825
26679,train,1.301273
26680,train,3.539989
26681,train,3.208487
26682,train,3.546772
26683,train,3.381385
26684,test,3.738229
26685,val,1.500390
26686,test,3.685228
26687,train,3.646902
26688,train,3.625855
26689,val,3.609701
26690,train,3.454721
26691,train,3.509019
26692,train,3.421938
26693,val,3.714851
26694,val,3.636933
26695,train,3.491318
26696,train,3.648585
26697,train,3.648945
26698,train,3.680479
26699,train,1.301030
26700,test,3.649214
26701,test,3.820428
26702,train,3.604243
26703,train,3.619356
26704,train,3.400720
26705,train,3.610663
26706,val,3.139712
26707,train,1.301030
26708,train,3.710120
26709,test,3.474981
26710,test,3.705947
26711,train,3.445756
26712,val,1.595681
26713,train,3.319262
26714,train,3.260785
26715,train,3.390065
26716,train,1.300379
26717,train,3.344792
26718,train,3.570059
26719,train,3.483964
26720,train,3.633495
26721,train,1.299830
26722,test,1.301030
26723,train,1.300305
26724,val,1.301030
26725,train,1.433651
26726,test,3.259355
26727,train,3.605593
26728,train,3.695580
26729,train,3.433341
26730,train,3.478762
26731,train,3.520368
26732,train,3.257988
26733,train,3.571614
26734,train,1.304361
26735,train,1.630379
26736,train,1.380566
26737,train,1.301100
26738,test,1.301032
26739,train,1.301030
26740,train,3.639998
26741,train,3.425417
26742,test,1.302747
26743,train,1.301030
26744,train,3.548691
26745,train,3.587045
26746,train,3.783033
26747,train,3.726405
26748,test,3.669523
26749,train,3.469956
26750,train,1.301611
26751,train,1.301030
26752,train,1.529972
26753,val,3.540982
26754,train,1.301030
26755,test,1.301031
26756,train,1.636084
26757,train,1.470561
26758,train,1.301030
26759,train,3.299199
26760,train,3.655276
26761,train,3.630414
26762,val,3.549759
26763,val,3.480524
26764,train,3.695435
26765,train,3.823182
26766,train,3.490369
26767,train,1.719184
26768,train,3.675354
26769,train,2.990297
26770,train,3.754553
26771,test,3.513543
26772,train,3.614874
26773,test,3.588004
26774,val,3.503237
26775,train,1.301030
26776,train,3.698378
26777,train,3.651265
26778,train,3.762285
26779,train,3.085682
26780,val,3.647404
26781,val,3.279396
26782,test,3.590708
26783,val,3.635470
26784,val,3.565399
26785,test,3.567975
26786,val,3.611657
26787,test,3.541251
26788,val,3.681160
26789,train,3.209491
26790,train,3.671405
26791,train,3.278533
26792,train,1.301030
26793,test,3.434013
26794,train,1.304487
26795,train,3.452502
26796,train,3.506398
26797,val,3.715080
26798,train,3.446424
26799,train,3.252965
26800,train,1.755133
26801,train,1.826028
26802,train,1.521318
26803,test,3.258302
26804,train,3.613747
26805,train,1.836973
26806,test,1.301103
26807,test,1.301030
26808,train,1.355137
26809,train,1.305860
26810,test,3.429299
26811,train,1.301031
26812,train,1.299573
26813,train,3.767313
26814,val,1.738030
26815,val,3.251670
26816,train,3.555371
26817,val,3.707339
26818,train,3.548176
26819,train,3.501884
26820,val,3.553860
26821,train,3.505277
26822,train,3.513080
26823,train,2.884507
26824,train,3.729466
26825,train,3.578471
26826,train,3.562626
26827,test,1.301030
26828,train,1.679446
26829,val,1.712729
26830,test,1.295476
26831,train,1.518618
26832,test,1.301082
26833,train,1.301031
26834,train,1.299558
26835,train,1.486869
26836,train,1.570025
26837,train,3.554218
26838,train,3.725645
26839,val,3.616744
26840,train,3.433868
26841,test,3.499264
26842,train,1.301889
26843,test,1.570839
26844,train,1.301030
26845,train,3.141480
26846,test,3.177683
26847,train,3.620086
26848,train,3.493459
26849,train,1.678912
26850,train,3.681182
26851,train,3.258920
26852,train,1.670221
26853,val,3.280338
26854,train,3.494484
26855,train,3.469276
26856,train,3.359462
26857,test,3.567380
26858,train,3.517511
26859,train,3.233958
26860,train,1.301032
26861,train,1.623609
26862,train,1.299686
26863,train,1.461438
26864,train,3.565313
26865,train,1.554959
26866,train,1.304763
26867,train,1.425770
26868,val,1.301030
26869,train,1.509073
26870,test,3.259355
26871,train,3.558518
26872,train,3.645811
26873,train,3.764979
26874,train,3.598204
26875,train,1.302008
26876,train,3.703676
26877,train,3.743903
26878,train,1.298721
26879,val,1.301030
26880,train,1.501765
26881,test,3.137556
26882,train,1.600876
26883,test,3.236123
26884,train,3.506990
26885,val,3.505504
26886,test,3.602225
26887,train,3.360039
26888,train,1.760056
26889,train,1.574133
26890,train,3.740687
26891,train,1.705721
26892,val,3.753335
26893,test,3.646725
26894,train,1.586971
26895,train,1.301030
26896,train,1.301032
26897,train,1.301104
26898,train,1.301030
26899,train,1.300695
26900,train,3.335663
26901,train,3.405838
26902,train,3.465604
26903,train,3.212230
26904,train,3.711484
26905,train,1.691280
26906,train,1.487180
26907,train,1.301031
26908,train,3.442237
26909,train,3.492281
26910,train,3.259355
26911,train,3.644291
26912,val,1.833309
26913,train,3.546789
26914,train,3.291004
26915,train,1.301030
26916,train,1.304023
26917,test,1.301032
26918,train,1.491251
26919,train,1.301615
26920,train,1.475818
26921,train,3.744988
26922,train,3.570730
26923,train,3.578209
26924,train,3.546570
26925,test,3.571055
26926,train,1.301030
26927,train,1.301030
26928,train,3.551503
26929,test,3.413074
26930,train,1.309554
26931,train,3.516412
26932,train,3.586632
26933,train,3.652381
26934,train,3.758311
26935,test,3.536155
26936,train,3.833582
26937,train,3.503218
26938,train,1.671636
26939,train,3.680616
26940,train,3.692191
26941,train,3.704292
26942,train,1.533800
26943,train,3.665900
26944,val,3.113054
26945,train,1.301941
26946,train,3.655064
26947,train,3.646521
26948,train,3.576872
26949,train,3.579043
26950,train,3.501109
26951,train,3.690196
26952,train,3.471620
26953,val,3.639058
26954,test,3.707885
26955,train,1.572100
26956,train,1.301280
26957,train,3.573031
26958,train,3.497720
26959,train,3.698446
26960,train,3.161296
26961,train,3.717764
26962,train,3.469296
26963,test,3.578317
26964,val,3.748462
26965,train,3.480179
26966,test,3.593414
26967,train,1.300565
26968,test,3.663689
26969,train,3.291511
26970,train,3.543916
26971,test,3.449246
26972,train,3.364344
26973,train,3.191231
26974,train,3.660443
26975,train,3.719535
26976,test,1.605154
26977,train,3.526626
26978,val,1.857332
26979,val,3.487030
26980,test,1.297819
26981,train,1.575005
26982,train,1.299328
26983,train,1.651879
26984,train,3.669666
26985,test,1.526993
26986,train,1.491690
26987,train,1.301030
26988,train,3.731102
26989,val,3.525570
26990,train,3.372880
26991,train,3.758386
26992,train,3.636713
26993,train,3.565924
26994,train,3.713102
26995,train,1.301031
26996,train,1.678761
26997,test,1.682534
26998,val,3.786054
26999,train,2.015976
27000,test,3.730418
27001,train,1.616627
27002,train,3.512440
27003,train,1.301030
27004,train,1.558904
27005,val,1.303269
27006,train,3.421800
27007,train,1.301058
27008,train,1.301030
27009,train,3.387065
27010,train,1.301031
27011,val,3.302982
27012,train,3.643244
27013,train,3.445697
27014,train,3.581481
27015,val,3.588834
27016,val,3.347895
27017,val,3.647722
27018,test,1.301068
27019,train,3.397394
27020,train,3.701607
27021,train,3.682257
27022,train,3.289468
27023,train,3.604196
27024,train,1.427237
27025,train,3.635265
